imdb_id,original_title,tags
tt0187351,Nigahen: Nagina Part II,"drama family fantasy after the tragic deaths of his son ajit and daughter-in-law rajni raja saheb decides to educate his grand-daughter neelam in the city. years later neelam has grown up and returns temporarily to their rural palatial home. raja saheb would like her to live there and look after the business but she refuses. then she meets with anand and everything changes for her overnight. both of them fall in love and would like to get married. anand is introduced to raja saheb and neelam is introduced to anand's mom shanti. both approve of this couple and plans are set for the marriage to take place. when neelam does not know is that anand is not who he claims to be - but in reality was a snake kept in captivity by tantrik goraknath who wants to possess a priceless diamond stone called ""mani"" and neelam is the only one who knows it's location. and goraknath unlike his mentor bhairavnath has ensured that no one will stand in his way when he obtains the mani. sunnydeol sridevi anupamkher gulshangrover arunairani anjanamumtaz jagdeep devsharma deepakghatak shabana vidyashenoy sheetal ratna yasmin "
tt0097926,Mujrim,action crime yashoda has been widowed for years but has brought up her two children with lot of love care and honesty. she is disappointed when her son shankar who is arrested for breaking the law and subsequently jailed and she decides she will have nothing to do with him. she runs her life and is not dependent on anyone. when shankar comes out of jail he tries to make amends but yashoda outrightly refuses to have anything to do with a criminal. mithunchakraborty madhuridixit sureshoberoi shaktikapoor pallavijoshi gulshangrover amrishpuri nutan jagdeep sharatsaxena roopeshkumar guddimaruti tejsapru maheshanand 
tt0154820,Main Tere Liye,drama romance rinku sagar is the sole heiress of a estate and wealth. she lives with her uncle and aunt makkad and anjana saxena respectively. both of them including their three sons dinesh ramesh and harish are manipulating her for their own gains. they even have forged wills ready with her signature. they plan to get her married to one of their sons sign over the estate to him leave her penniless and divorced and they themselves plan to live comfortably for the rest of their lives. what they do not know that rinku's mother is alive and she will do anything to protect her daughter if necessary even kill. for rinku's mom is a former convict having served time for homicide. suneilanand meenakshisheshadri rajendrakumar omshivpuri puneetissar shashikala gulshangrover 
tt0232276,Paraya Ghar,drama family paraya ghar rishikapoor jayaprada arunairani madhavi kaderkhan tanuja sachin 
tt0102705,Prem Pratigyaa,drama romance raja bhaiya and charan come to the big city to make a living but cannot find jobs. while eating some food they are taunted and physically assaulted by kallu dada a physical altercation ensues raja wins and becomes the local uncrowned underworld don and both make a living collecting hafta (weekly bribes) from shopkeepers and local businesses. he starts drinking alcohol and frequents the bar run by local belle rasili. raja meets with laxmi rao and is attracted to her he comes to her assistance when her dad mohan passes away by helping to cremate him; he comes to her aid again when kallu and his goons attempt to sexually molest her; and when the municipality tear down her shanty hut he decides to let her live with him. due to her influence he gives up his bad habits and decides to go straight. things go well so much so that both get ready to get married to each other in a simple temple ceremony organized by the community. on the wedding day things spiral out of control when ... mithunchakraborty madhuridixit vinodmehra ranjeet niluphule satishkaushik gulnarirani devenverma kamaldeep darshan manmauji akbarbakshi bihari jamuna 
tt0260303,Purani Haveli,horror after the passing away of her parents anita kumar now lives with her paternal uncle kumar; his wife seema; and seema's brother vikram. the family's business is taken over by kumar who uses some money to buy an old mansion deep in the countryside of rana. seema would like anita to marry her brother but anita has already given her heart to sunil who runs a photo studio and is poor. this does not go over well with the kumars and they forbid her to see sunil anymore. then when kumar goes to take possession of the mansion anita's friends shobha and anand ask her if they can visit the mansion and also invite sunil secretly. they also invite several other friends including sunil's assistant manghu and travel via a bus. what the group does not know that is the mansion holds an evil secret and that beneath the mansion locked in a dungeon by its very own biological father lies a monster evil beyond imagination--and its primary diet is human meat!! deepakparashar amitanangia shubha tejsapru sikanderkhan pritisapru anildhawan shehzadkhan narendranath neelammehra vijayarora pinchookapoor bhushantiwari leelamishra 
tt0260336,Sachai Ki Taqat,action drama in trying to gather solid evidence against smuggler dr. narendra nandanda a journalist by profession is killed by a masked man leaving his only son sagar to take revenge for his dad's death. and then sagar is accused of killing a woman named shalini a constable by the name of ram singh arrest sagar and logged him in a cell. but ram singh realizes that sagar is innocent and leaves no stone unturned in trying to prove sagar's innocence but when the case is tried in court; it does not go in sagar's favor as a result of which he is sentenced with death penalty. bobchristo dharmendra govinda shaktikapoor anupamkher ashokkumar omshivpuri amritasingh 
tt0155131,Sachché Ká Bol-Bálá,"action adventure karan kaul is the editor of a daily newspaper called ""the truth"". he is respected by his fans and critics alike. he loves greta sanders a swiss national of indian origin. then karan himself becomes a suspect and faces loss of credibility when he is accused of killing greta after the police find evidence linking his footprints at the scene of crime. devanand jackieshroff meenakshisheshadri swapna premchopra gulshangrover daliptahil sadashivamrapurkar satishshah marczuber ashasharma dandhanoa jagdeep dineshhingoo "
tt0359965,Shehzaade,action after witnessing the assassination of his parents by thakur hakim singh laakhan singh and roshan singh; captain zorawar singh from the indian army takes aid in gauri's house and consume an unreasonable amount of alcohol. in his inebriate state without realizing he gets intimate with gauri which resulted in her being pregnant; this gets notice by her inspector brother and he attempts to avenge the injustice done to his sister by attacking zorawar resulting in fist-cuffs leaving the inspector dead. meanwhile gauri gives birth to a baby-boy and attempts to bring him up; she decides to name him shankar shrivastav and made him promise to take revenge on zorawar. years later shankar grows up to be a police inspector and is on the look-out for zorawar; he comes to the aid of a mechanic named suraj singh multiple times and befriends him; finds out that he own a small garage and lives with his elderly mother padmini in bombay slums. what shankar does not know is that his friendship with suraj... dharmendra shatrughansinha 
tt0155175,Sikka,action drama two close and very wealthy friends vijay and pranlal decide to cement their friendship to a relationship when vijay proposes marriage on behalf of his sister shobha with pranlal's son amar. pranlal agrees and preparations are on for the marriage to take place. vijay finds out that pranlal and his men are using their business as a front for drugs and smuggling and he decides to cancel the wedding. pranlal is angry with vijay but refuses to give up his criminal career. when amar finds out about his dad's spurious activities he kills himself. pranlal humiliated and angered vows to avenge amar's death and wants shobha to be amar's widow for the rest of her life which is not acceptable to vijay. then shobha meets with a handsome stranger named jackie who rescues her. she offers him employment with her brother's firm and they fall in love with each other. when vijay finds out he is upset that his sister has chosen a mere employee for a life-partner and decides to oppose this... maheshanand asrani brahmachari moushumichatterjee premchopra dharmendra arunairani dimplekapadia bharatkapoor kaderkhan amritpal yunusparvez sumeetsaigal 
tt0360051,Suryaa: An Awakening,action drama thakur gangadhar choudhary rules a small community in rural india with an iron hand and will never permit anyone to speak up against him. he owns most of the land surrounding his palatial home - save for the small patch of land owned by veer singh. he summons veer to his house and offers him substantial compensation for his land but veer refuses and the thakur has him killed. veer's widow dies of shock leaving behind a young suraj to be brought up by a kindly widow mrs. salma khan who is also the mother of iqbal. years go by suraj grows up joins the indian armed forces and after a meritorious career he resigns and returns home to avenge his father's death. what he does not know that he must first come to terms with the local police inspector iqbal khan and then the wealthy collector of the district rajpal chauhan before he can even think of touching a single hair of gangadhar choudhary. raajkumar vinodkhanna rajbabbar bhanupriya amrishpuri shaktikapoor sushmaseth aloknath salimghouse 
tt0098491,Toofan,action crime honest police officer hanuman prasad singh lives like friend and family with a magician by the name of ramesh kumar. hanuman's wife passes away after giving birth to male twin babies; upon finding out that ramesh's wife devyani loses her child and is render barren hanuman decides to give one of his sons to ramesh. unfortunately ramesh passes away in the midst of performing a stunt while entertaining his audiences leaving the child to be brought up by devyani who grows up to be shyam; a magician like his foster father. while on the other hand inspector hanuman is falsely implicated by the corrupt assistant commissioner of police sharma and daku shaitan singh for stealing huge number of gold bars. when hanuman attempt to clear his name by bringing the real culprits to justice he is killed by shaitan singh; when his son heard of his death he goes to a temple of bhagwan shri hanuman and pleads to him only to receive a boon with immense strength to fight for people who are subjected to ... amitabhbachchan meenakshisheshadri amritasingh farooqshaikh kamalkapoor gogakapoor zarinawahab sushmaseth razamurad maheshanand jackgaud pran mastermakrand masteramitshukla 
tt0102636,Parinda,action crime drama after the death of kishen and karan's dad they are left destitute and struggle to survive on bombay's footpath. they are eventually befriend by paro and her brother prakash; paro and karan fall in love and after days of starvation and hunger kishen decides to rob a handbag only to escape whereby he is introduced to a dreaded gangster anna who introduced him to crime thus kishen is able to educate karan in a convent school and eventually send him to the united states of america for further education. after years karan returned home as an adult with the intention of re-uniting with his brother kishen his beloved paro and her brother prakash all of whom are now adults. he find out that prakash is now a police inspector and they plan to meet at a spot in delhi which happens to be a front where pigeons are fed by passers-by unfortunately prakash is killed before karan's eyes by a gang of three men in a car who are recognize by karan. karan then vows to get prakash's killers prosecuted by... jackieshroff anilkapoor nanapatekar madhuridixit anupamkher sureshoberoi tomalter anangdesai kamalchopra sameer hitesh mohan shweta jatin 
tt0290820,Raakh,action crime drama after witnessing the public humiliation & abuse of a female friend a young man vows to avenge her by going after the hoodlums responsible. he is guided by a burnt out cynical cop who shows him the ropes as well as the realities of vigilante life. aamirkhan supriyapathak pankajkapur jagdeep nainabalsaver 
tt0374310,Ustaad,drama dk is a bad person and running from house. he takes shelter priest house and marry with his daughter but later he refuses to accept her as his wife. her brother shankar who is hero of the film fights with him and give justice to her. vinod khana played roll of shankar and danny denzongpa as a dk. other actors are kimi katkar chunky pandey and jaya prada.kawal sharma directed film ustaad. vinodkhanna ashaparekh jayaprada dannydenzongpa kimikatkar chunkypandey shaktikapoor rajanhaksar manikirani shammi 
tt0100857,Vardi,action crime drama inspector verma and havaldar bhagwan singh arrests lalchand; with bhagwan singh loses his life in the process leaving an only son ajay to be brought up by verma and his wife. years later ajay is now a police inspector like his dad and verma is the police commissioner and both are on the look-out for lalchand who has bigger and better plans to destroy india. sunnydeol jackieshroff kimikatkar madhuridixit vinodmehra razamurad anjanamumtaz shafiinamdar pareshrawal kaderkhan satishkaushik dharmendra 
tt0173415,Vicky Dada,action crime this is the story of a law-abiding young man vikram who is studying law to protect the rights of innocents. after attaining his credentials as a lawyer he is aghast at the way the courts release criminals mostly due to lack of evidence and intimidation of witnesses. he therefore gives up his profession and calls himself vicky dada the avenger of the poor and the helpless. as his career is null and void without any future he foregoes his love with shyamlee and starts to love savitri. shyamlee is devastated at this and vows to find out the reason behind the change in vikram's behaviour. nagarjunaakkineni juhichawla radha 
tt0123370,Aaj Ka Robin Hood,drama jatin chatterjee lives a poor lifestyle in india circa the british rule. he is amongst the thousands who are actively agitating for the british to quit india. one day while on the run from authorities he takes shelter on a tree and is apprehended by shyam jadhav who takes him under his wing hides him from the british educates him and then subsequently hires him to teach his sons ram ramdas and ramdulaare. years later all three men have grown up are married and have children of their own who are also jatin's students. while there is no electricity in jatin's classroom a poor young boy tetra the son of a farm laborer chedi tushar manually operates a ceiling fan educates himself and impresses everyone with his arithmetical and memorizing skills so much so that ram jadhav instructs jatin to include him as a regular student. then ram is asked to contest elections which he does so without much help from his ramdas who is comically forgetful and ramdulaare who spends all ... anilchatterjee utpaldutt rabighosh nanapatekar masterravi satishshah 
tt0177505,Aakhri Adaalat,action thriller police inspector amar (vinod khanna) undertakes a risky venture as he arrests some notorious underworld thugs. amar is dismayed to see the criminals released due to a technicality and he is quickly relieved of his badge. as the movie builds to a violent conclusion he is forced to take justice into his own hands. vinodkhanna dimplekapadia jackieshroff sonam vinodmehra gulshangrover pareshrawal a.k.hangal shafiinamdar roopeshkumar sharatsaxena sushmaseth mahavirshah anjansrivastav 
tt0247915,Agnee,action drama romance lecherous shekawat is displeased with his parents as they will all their properties and estate in the name of his sister sonali and her husband pramod. shortly after pramod is accused of having illicit relationship with the maid servant and is held responsible for killing her alcoholic husband; to get away from the police pramod decides to run-away but comes just in time to overhear how shekawat had him framed so that he can acquire the properties. pramod then find out that sonali has given birth to a baby boy; he then abducts the baby boy and attempts to escape but eventually shekawat's men catches up with him and throws him over-board not before he hand over his child to a couple. shekawat then gets marry to a wealthy woman shobha who gives birth to a baby boy babla. years later pramod's son grows up with the couple to be doctor amit while babla is in love with amit's foster sister ayushi. pramod is still alive albeit in coma - shekawat's past re-surface when pramod enters the ... mithunchakraborty chunkypandey amritasingh mandakini anupamkher aloknath kirankumar tanuja asrani shafiinamdar anjanamumtaz satyendrakapoor rajeshpuri sudhirdalvi 
tt0309261,Akarshan,romance priya is an actress whose life gets saved by the hero played by akbar khan while shooting. she then falls in love with him. however this does not auger well with priya's didi (elder sister) who dislikes akbar. but priya is adamant in her love and attraction for akbar and the marriage takes place. the two live harmoniously for quite some time. then tragically akbar gets paralyzed after an accident. watch whether priya will live up to her love and the promises she made during the marriage ceremony or if their love was just skin-deep - will she abandon him and look for love elsewhere?. akbarkhan sonuwalia girishkarnad rohinihattangadi sharonprabhakar suparnaanand deepakqazir parveenbabi smitapatil rajbabbar 
tt0383875,Andhaa Yudh,drama thriller saroj lives a middle-classed lifestyle in ahmednagar along with her dad diwakar; mom shalini; and younger brother sanju. at the age of 4 she became ill and lost the use of both her legs and since then has been wheel-chair bound. her parents took her to several doctors and specialists who placed her on a variety of medications but it was all in vain. years later saroj is still wheel-chair bound often refuses to take her medication and is generally upset and depressed over the futility of her condition. her parents decide to take her to a temple near a town where diwakar's sister lives so that saroj could obtain devi maa's blessings and hopefully be able to walk again. after they return from the mandir shalini and diwakar go to do some shopping while diwakar's sister returns to her place of employment. they will soon be summoned back by the police where they will find saroj being held captive by a ruthless killer raja who has just assassinated the chief minister. rajbabbar vyjayantichavan vaishalidandekar rohinihattangadi anantjog pallavijoshi masterkaushal pramilamathur sanjaynarvekar sudhirpandey nanapatekar divyarana kirtirawal shivajisatam 
tt0363407,Aaj Ke Angaarey,action drama priya is a school-teacher in love dale high school and has approximately 11 children in her classroom. one day they decide to participate in a inter-school competition and travel out of town. their bus is stopped by a group of masked men and all of them are taken captive held for ransom in an isolated location. priya and the children manage to escape but are caught and imprisoned in an underground cave. through a snake-hole they manage to escape this time aided by one of the masked men and find shelter with a kind-hearted forest officer ranjit singh and his wife jaswanti. the masked bandits follow them locate them kill the masked man jaswanti and ranjit singh finally managing to entrap them. looks like all ways of escape are closed to priya and her school-children and they may be taken held hostage until the bandits receive their ransom and thereafter possibly get killed. hemantbirje rajaduggal gorilla rohinihattangadi kalpanakalantri ahmedkhan naginakhan shashikiran jayamathur razamurad neetapuri k.k.raj vinodraut omshivpuri 
tt0388748,Aurat Teri Yehi Kahani,drama shortly after giving birth to savitri her mom passes away leaving her disabled dad dharamraj no alternative save to re-marry champa who gives birth to a son ketan. champa is very cruel to savitri and severely slaps and beats her around. years later the children have grown up and dharamraj has taken to alcohol in a big way. then ketan gets a job in the city and moves out. shortly thereafter they receive a letter from him that he has got a job but needs a security deposit of a thousand rupees. savitri agrees to marry an aging rich widower thakur in return for the thousand rupees if she does not return the money by diwali. savitri who loves satyavan is forced to marry thakur but on the night of the marriage the thakur dies because of a snake-bite. widowed savitri is molested by his younger brother balwant and tries to kill herself. she is saved by a few villagers but then subsequently sold to a madam jamnunabai who wants her to work as a courtesan for the rest of her... shomaanand vikasanand rajbabbar mohanchoti c.s.dubey dineshhingoo arunairani jankidas kaderkhan rajkiran shreeramlagoo yunusparvez niluphule pran 
tt0154311,Charnon Ki Saugandh,action drama family ravi is forced to work as a servant for a thaku . during the village elections ravi decides to take a stand by running against the wealthy tyrant but the landowner ups the ante with an unusual wager offering his daughter as the prize. asrani mithunchakraborty premchopra satyendrakapoor shaktikapoor kaderkhan rajkiran shreeramlagoo rameshwari niruparoy sushmaseth 
tt0094720,Bees Saal Baad,horror mystery kiran is the only child of wealthy widower thakur. while she resides in britain her dad lives in a palatial house in rural india. when the time comes for her to return home her dad arrives at the airport to receive and is surprised to see her in the company of a young man who she later introduces as her husband suraj. thakur overcomes his shock at seeing suraj but welcomes him. on the way while driving suraj sees a woman in white blocking the road but the driver is unable to stop the car in time. they alight from the car and note that there is no one on the road. that night suraj has a dream about a woman clad in white who is summoning him to her claiming that she is nisha his wife from a previous birth. using her magical powers she inserts a nail in one of suraj's legs on a new moon night. all she has to do is wait for the next new moon then insert another nail in suraj's other foot and then wait for karva chouth - that is the day that will put him completely under her ... mithunchakraborty dimplekapadia meenakshisheshadri omprakash shivarindani anupamkher shaktikapoor amjadkhan jagdeep arunairani vinodmehra 
tt0168516,Biwi Ho To Aisi,comedy drama with a bull-whip and the lash of her tongue mrs bhandari rules her household through intimidation and fear. she treats her husband and eldest son suraj as imbeciles and her adopted daughter as a doormat. only her youngest son receives her approval. suraj goes missing for a few days and returns with a secret. soon a spirited girl from the country arrives unexpectedly. mrs bhandari's reign of terror is about to be challenged and a no holds barred battle commences. rekha farooqshaikh bindu asrani kaderkhan satyendrakapoor kamna salmankhan ruchi rajkumar sandeepsolanki rajaduggal masterbhagwan lalitakumari 
tt0254247,Daisy,drama pradeep menon is a troubled teenager who studies in a boarding school in southern india. he is regarded as a trouble-maker in school and is often punished by his teachers and headmaster at times often severely. when beautiful daisy thomas joins this school he makes fun of her on the very first day thus beginning a series of misadventures that result in more punishment for him. this also brings him close to daisy and both are attracted to each other. daisy understands why pradeep is so aggressive and offers him considerable support. she is shocked to see how rude he is toward his mother malti menon but is unable to do anything about it. things improve considerably when malti is confined in hospital and pradeep goes to visit her thereby improving their relationship. pradeep starts to respond positively to daisy's support and is all set to turn a new leaf. then pradeep's world is turned upside down when he witnesses daisy in the arms of a male - a complete stranger. shocked at ... harish sonia laxmi kamalhaasan 
tt0363525,Commando,action drama romance chander's mother becomes insane when his father satish is killed by three criminal's marcelloni ninja and mirza while protecting the prime minister.chander is then bought up by inspector general and trains to become a commando.chander's chief officer turns out to be mirza who supplying the company arms illegally to marcelloni and ninja.kailishpuri the owner is noted by chander who disbelieves him.but his daughter asha who loves him believes in chander.chander has befriended fellow officer dilher singh and jhum jhum intelligence officer along with asha try to expose the wrong doings.chander also finds that marcelloni ninja and mirza are the three man who killed his father. mithunchakraborty mandakini hemantbirje kim dannydenzongpa shaktikapoor amrishpuri asrani satishshah omshivpuri daliptahil macmohan sarlayeolekar praveenkumar 
tt0377738,Dariya Dil,drama family chided by his family for being the absolute miser wealthy industrialist dhaniram (kader khan) loves his money as a mother loves a child. this does not auger well with his two sons ajay and vijay (shashi kiran and raj kiran respectively). the two sons despise their father and find various ways to entrap him but in vain. dhaniram gets in the bad books of income tax officer d.o. gogi (shakti kapoor) and as a result gogi is arrested and imprisoned. his sister dolly (roshini) and brother gulu (gulshan grover) both scheme a devious plot that will ensure the death of dhaniram and the control of his wealth will rest with them and gogi. govinda kimikatkar roshni rajkiran shomaanand asrani gulshangrover seemadeo shashipuri shaktikapoor kaderkhan renujoshi ashoksaxena faritaboyce 
tt0094958,Dayavan,action crime drama this is the story of two childhood buddies who grew up on the wrong side of the tracks in a shanty town. one of them (vinod khanna) becomes a sort of 'godfather' for the locals. one day he is taken to a brothel by his friend (feroz khan) where he meets a young prostitute (madhuri dixit). he is impressed by her ambition to educate herself and she is impressed by his honorable nature. they fall in love and get married the next day. however their happiness is short-lived as the gangster lifestyle begins to take its toll. vinodkhanna ferozkhan amalaakkineni amrishpuri anupamkher arunairani madhuridixit imtiazkhan aloknath adityapancholi sudhirpandey mahavirshah anjansrivastav jainendra 
tt0095010,Dharamyudh,drama mystery thriller dharamyudh is the story of two friends thakur vikram singh & pratap singh who knew well how to be a good friend & a deadly enemy! pratap's sister guddi treats vikram as her own brother. one day she becomes a victim of rape & murder. the only witness to the crime is kundan. the murderer kills him also. but before dying he tells pratap the name of guddi's killer. who was the murderer? sunildutt shatrughansinha kimikatkar adityapancholi sunildhawan 
tt0359170,Do Waqt Ki Roti,action notorious bandit tantia bheel is arrested by the police tried in court found guilty and sentenced to 10 years in jail where he gets to meet jailer vijay saxena. shortly thereafter tantia breaks out of jail and re-joins his fellow-bandits led by bhairav singh and his son jagga. acknowledging his failure vijay tenders his resignation and vows to bring tantia back to jail so that he can complete his sentence. vijay does find tantia and readies himself to apprehend him but he must first overcome an unexpected opponent in the shape and form of shankar who is out to avenge the death of his sister pammi at the hands of tantia. watch what happens when both vijay and shankar clash with each other for tantia - while the bandit remains at large. ferozkhan sanjeevkumar reenaroy sulakshanapandit amjadkhan niruparoy 
tt0448454,Ek Hi Maqsad,action drama thriller indu lives a middle-class lifestyle along with her widower dad. she attends college meets with raj and both fall in love with each other. raj follows her everywhere including a picnic much to the chagrin of her college teacher but indu shuns her and sings and dances with raj. thereafter both take off on raj's motorbike. some goons attempt to molest her a scuffle ensues indu is abducted and subsequently thrown down a cliff and the car with the molesters in it explodes. raj thinks that indu is dead and loses his mind and is institutionalized in c.t. mental hospital under the care of dr. ram kumar verma. when raj gets better he is discharged finds out that indu is still alive and goes to meet her and attempts to get intimate with her. it is then her husband none other than dr. verma himself walks in sees them together and decides to kill them. he does succeed in killing raj but before he could kill indu he is arrested and institutionalized in the very same hospital where he ... rajkiran ompuri divyarana satishshah rakeshbedi dannydenzongpa kim ritaranikaul sarwar bharatbhushan sulabhaarya bansal neenavij bhupendrasood 
tt0249492,Ek Naya Rishta,family womazing and alcoholic rajiv tandon lives a wealthy lifestyle with his widowed industrialist dad shankardayal in a palatial house. when his dad unexpectedly passes away he wills that all his wealth and money will only be inherited by rajiv after he gets birth to a son within 18 months of his passing. rajiv is not interested in marriage nor in any permanent relationship with any woman and is prepared to re-distribute his dad's wealth amongst their relatives. when he takes note of their greed he decides to give birth to a heir as per his dad's wishes. the only problem is that he does not want to marry but just have a sexual relationship with a woman who must give birth to a child and then leave his life forever. after a long search he comes across aarti saxena who he would like to have his child with. she refuses initially but when financial crisis threaten her she agrees to this relationship. rajiv accepts even though aarti's profession is that of a call-girl and escort. he ... rekha rajkiran mazharkhan omshivpuri nitinsethi urmilabhatt helenaluke yunusparvez poojasaxena vinodpande rabiaamin ashasharma rajkishore surendrapal 
tt0359309,Ganga Tere Desh Mein,action inspector ajay lives with his widowed mother in a city in india. he has been assigned the task of bringing in notorious bandit and gangster named cobra who has been terrorizing and killing people all over india. he does succeed in arresting him and holds him in a cell only to find out that he is insane and must be institutionalized. thereafter ajay awaits cobra's treatment so that he can proceed with his investigation. one day while his mother packs his lunch he finds out that it was poisoned it did not affect him but it kills another colleague. his mother relieved to find out that ajay is alright is more concerned about cobra who was also sent some food. ajay is baffled as to why his mother would feed a senile criminal and he sets out to find out why. the truth will devastate him make him lose his job and change his outlook on life forever. dharmendra jayaprada shatrughansinha dimplekapadia 
tt0095198,Gangaa Jamunaa Saraswathi,"action drama romance gangaa jamunaa and saraswathi the most pious rivers create a unique holy merger popularly known as ""sangam"". likewise the characters of our story gangaa jamunaa and saraswathi desire to meet and merge in love of each other. gangaa jamunaa begin to love each other and pledge to become one saraswati silently loves gangaa and dedicates her life to him. however there are many who would like to separate the happy lovers. there is hansraj who does it and with the result jamuna separates from gangaa. jamuna reaches shanker's home shanker who already loved her becomes extremely happy finding jamuna in his home. in the meantime saraswati was about to come closer to ganga. when hansraj who had earlier swindled the property of ganga's father by illegal means wanted to get rid of the rightful owner ganga he got ganga shot. ganga was badly wounded and there was no hope of his survival. amitabhbachchan mithunchakraborty jayaprada meenakshisheshadri niruparoy "
tt0231646,Ghar Ghar Ki Kahani,comedy drama dhanraj (kader khan) is a mild-mannered man who is married to a wealthy petty-minded and controlling wife (shashikala). dhanraj has two sons and a daughter. the elder son ram (rishi kapoor) is married to seeta (jaya pradha); the younger son amar (govinda) is in love with asha (farha); and the daughter uma (aruna irani) is married to lallu ram (ashok saraf). uma prefers to live with her mother instead of her husband's residence. mrs. dhanraj wants amar to marry a very rich girl so that she can accumulate more wealth through a large dowry. ram finds that his brother amar and his wife seeta are very close and starts suspecting them of having an affair with each other he makes observations but is not ready to confront anyone. ram's suspicions are still not laid to rest even when amar marries asha. ram starts to drink and ends up getting friendly with a childhood friend deepa (anita raaj). govinda farhanaaz rishikapoor kaderkhan jayaprada ashoksaraf arunairani 
tt0315893,Ghar Mein Ram Gali Mein Shyam,action comedy drama let the man be a saint crooked or a pervert the woman of india has always accepted him the way he is but this one woman who comes from a rich background is full of ego and pride and because of this she doubts her husband's character and comes across a crooked pervert man who because of his lust spoils innocent girls. she thinks this pervert man is a god and her husband an evil till she realized the truth and once again becomes a true indian woman. beenabanerjee ritabhaduri govinda anupamkher neelamkothari kirtikumar kushboo johnnylever niveditajoshisaraf 
tt0243294,Gunahon Ka Faisla,action choudhary and a group of goons and loot and kill people. birju (shatrughan sinha) sheru (chunky pandey) and their twin sisters shanu and durga (dimple kapadia) fall prey to this group. shatrughansinha dimplekapadia chunkypandey pran premchopra dannydenzongpa gulshangrover ranjeet annukapoor anjanamumtaz 
tt0314049,Faisla,action crime mystery three convicts escape from prison to avenge the rape and death of one of their daughters' and get involved in a mansion's mystery involving the death of the owner allegedly at the hands of his son; and the accidental loss of sight by his daughter; and the cruel and heartless thugs who will kill anyone who stand in their way including each other. ashokkumar vinodkhanna sairabanu 
tt0363666,Hatya,action crime drama after the passing away of his wife sheila and child raja sagar takes to drinking as well as singing and dancing at weddings and special occasions. intoxicated heavily after one such event he comes across a young male child lying in a garbage can and takes him home. he subsequently comes to know that the child who he decides to name raja is deaf-mute since birth and decides to adopt him. sagar's life will be turned upside down when a wealthy businessman kailash nath files a police complaint alleging that raja is his grandson and sagar may have abducted and killed raja's mom. tortured and held in a cell sagar does not know that raja's life is in danger by killer(s) who believe raja saw them commit a murder. govinda neelamkothari rajkiran anupamkher bobanthony sujitha omshivpuri satyendrakapoor satishkaul rakeshbedi johnnylever gaurishanker vikasanand yasminkhan 
tt0366593,Hum Farishte Nahin,action thriller 3 escapees from jail help a simple desperate and cheated man avenge his perpetrator- a notorious smuggler. rajbabbar ompuri deepakseth poonamdhillon kulbhushankharbanda sushmaseth humakhan anjansrivastav bharatkapoor javedkhan avtargill shivarindani jagdarshan shikooh 
tt0361772,Jeete Hain Shaan Se,action drama johny govinda and iqbal ali are three close friends who live in a small community in bombay. the threesome get together to help each other and other needy people in the community and hence get in the bad books of a local gangster who calls himself dk. tragedy strikes govinda when his mom passes away. at the time of the funeral govinda is re-united with his dad advocate verma who has been missing for years. then a police inspector gets johny to meet his biological mother mary. the three friends rejoice over this good fortune. then johny finds out that advocate verma was behind the atrocities that were inflicted on his mom years ago and he goes there to confront verma only to come against an enraged govinda who cannot believe his father is capable of committing any atrocities against anyone. it is now up to iqbal to find a solution to end the enmity between govinda and johny before dk takes advantage of this situation. mithunchakraborty sanjaydutt govinda mandakini vijayatapandit dannydenzongpa paintal narendranath tiwari montynath sudhir rajeev satyendrakapoor ashalatawabgaonkar 
tt0254462,Kab Tak Chup Rahungi,drama geeta goes on a college trip to a scenic village where she meets gopal a local guide.during the trip geeta and gopal spend a lot time together and gopal develops a liking towards her.geeta soon gets married to a rich industrialist who makes her life hell. amalaakkineni vikasanand darshan urvashidholakia arunairani gulnarirani saeedjaffrey satyendrakapoor kaderkhan kirankumar mukri rajendranath 
tt0440530,Kabrastan,horror a married man has an affair with a married woman in this woman's house. when the woman's husband unexpectedly shows up with a bottle of acid which he plans to throw on his wife's face disfiguring her for life. the woman's lover quickly responds by taking out a gun and shooting at the bottle of acid which is smashed and lands on the husband's face disfiguring him. the man than shoots the husband until he is dead. both the woman and the man bury the dead disfigured body and go about their respective tasks not knowing that they have unleashed an unstoppable evil force that will spring forth to bring death and destruction to the man his brothers and his wife. hemantbirje kamna javedkhan kunickaasadanand razamurad daljitkaur jagdeep humakhan amjadkhan satishkaul rammohan ranajungbahadur vedgoswami birbal 
tt0363735,Kanwarlal,drama suraj prakash is a politician in india representing the lok kalyan party. he would like to address burning issues such as poverty if and when he is voted in power. he exposes a corrupt businessman named kanwarlal by stopping his trucks carrying illicit goods but instead loses several party workers when the driver runs over them. kanwarlal is arrested but there is no evidence because the file has been misplaced by junior public prosecutor sandhya. the police file a case against sandhya she is arrested and held in prison for a trial. her bail is posted and she is released. she finds out that it was kanwarlal who had bailed her out. then her son gets kidnapped and it is kanwarlal who rescues him. she is indebted to kanwarlal and starts working with him as his attorney. what kanwarlal does not know is that sandhya has a questionable past a past that may well send him to the gallows if not end his life. salmaagha arjun rajbabbar birbal rajanhaksar jankidas jeetendra pinchookapoor amjadkhan vijukhote manmohankrishna sujatamehta tejsapru 
